Index,Artist,title,year,data,Absolute Chords,section,loop type,chords only,Form Type,MBID,source
152,Daft Punk,Contact,2013,$aa*2 $b $aCad $b ,,$In,,,C,365f55b7-74c5-4cbd-bad0-3c7e246a60bf,Jinny Park: daft punk corpus
152,Daft Punk,Contact,2013,|6-|4|1|5|,|Bm | GM | DM | AM |,$c,Axis-A,6- 4 1 5,C,365f55b7-74c5-4cbd-bad0-3c7e246a60bf,Jinny Park: daft punk corpus
152,Daft Punk,Contact,2013,$c*4 ,,$hook,,,C,365f55b7-74c5-4cbd-bad0-3c7e246a60bf,Jinny Park: daft punk corpus
152,Daft Punk,Contact,2013,$c*6,,$Vr,,,C,365f55b7-74c5-4cbd-bad0-3c7e246a60bf,Jinny Park: daft punk corpus
152,Daft Punk,Contact,2013,$c*4 ,,$hookVerse,,,C,365f55b7-74c5-4cbd-bad0-3c7e246a60bf,Jinny Park: daft punk corpus
152,Daft Punk,Contact,2013,$c*12,,$development,,,C,365f55b7-74c5-4cbd-bad0-3c7e246a60bf,Jinny Park: daft punk corpus
152,Daft Punk,Contact,2013,|R||||||||||||||||,,$ending,Rest,R,C,365f55b7-74c5-4cbd-bad0-3c7e246a60bf,Jinny Park: daft punk corpus
76,Demi Lovato,Cool for the Summer,2015,$In $Vr $link $Ch $link_2 $Vr $link $Ch $DCh $bridge $Ch $DCh $ending,,S,,,"B, C",b6da88c2-f977-4c71-89a3-c8a84035d81c,Peres
76,Demi Lovato,Cool for the Summer,2015,|4 | 2- | 6- | .  5 |,|AbM | Fm | Cm | .  BbM |,$a,,4 2- 6- 5,"B, C",b6da88c2-f977-4c71-89a3-c8a84035d81c,Peres
76,Demi Lovato,Cool for the Summer,2015,|R| $a,,$In,,,"B, C",b6da88c2-f977-4c71-89a3-c8a84035d81c,Peres
76,Demi Lovato,Cool for the Summer,2015,$a*4,,$Vr,,,"B, C",b6da88c2-f977-4c71-89a3-c8a84035d81c,Peres
76,Demi Lovato,Cool for the Summer,2015,|6-||||,|Cm||||,"$link, $ending",Six,6-,"B, C",b6da88c2-f977-4c71-89a3-c8a84035d81c,Peres
76,Demi Lovato,Cool for the Summer,2015,$a*2,,$Ch,,,"B, C",b6da88c2-f977-4c71-89a3-c8a84035d81c,Peres
76,Demi Lovato,Cool for the Summer,2015,|R|,|R|,$link_2,Rest,R,"B, C",b6da88c2-f977-4c71-89a3-c8a84035d81c,Peres
76,Demi Lovato,Cool for the Summer,2015,$a*2,,$DCh,,,"B, C",b6da88c2-f977-4c71-89a3-c8a84035d81c,Peres
76,Demi Lovato,Cool for the Summer,2015,|R| $a*2 |R|,,$bridge,,,"B, C",b6da88c2-f977-4c71-89a3-c8a84035d81c,Peres
123,Echosmith ,Cool Kids ,2014,$In $Vr $Vr_2 $Ch $In $Vr $Vr_2 $Ch*2 $bridge $Ch_2 $Ch*2 $In $ffadeout,,S,,,B,3813cffb-067f-4627-9ef9-8eb0716c9bef,Richards
123,Echosmith ,Cool Kids ,2014,| 6- | 4 | 1 | 5 |,|Fm|DbM|AbM|EbM|,$a,Axis-A,6- 4 1 5,B,3813cffb-067f-4627-9ef9-8eb0716c9bef,Richards
123,Echosmith ,Cool Kids ,2014,$a*2,,"$In, $fadeout",,,B,3813cffb-067f-4627-9ef9-8eb0716c9bef,Richards
123,Echosmith ,Cool Kids ,2014,| 6- | 4 | 1 | . 5 |,|Fm|DbM|AbM| . EbM|,$aa,Axis-A,6- 4 1 5,B,3813cffb-067f-4627-9ef9-8eb0716c9bef,Richards
123,Echosmith ,Cool Kids ,2014,| 6- | 4 | 1 | . R |,|Fm|DbM|AbM| . R|,$aa_drop,,6- 4 1 R,B,3813cffb-067f-4627-9ef9-8eb0716c9bef,Richards
123,Echosmith ,Cool Kids ,2014,$aa*2,,$Vr,,,B,3813cffb-067f-4627-9ef9-8eb0716c9bef,Richards
123,Echosmith ,Cool Kids ,2014,$aa $aa_drop,,$Vr_2,,,B,3813cffb-067f-4627-9ef9-8eb0716c9bef,Richards
123,Echosmith ,Cool Kids ,2014,$a*2,,$Ch,,,B,3813cffb-067f-4627-9ef9-8eb0716c9bef,Richards
123,Echosmith ,Cool Kids ,2014,$a*4,,$bridge,,,B,3813cffb-067f-4627-9ef9-8eb0716c9bef,Richards
123,Echosmith ,Cool Kids ,2014,|R||||||||,|R||||||||,$Ch_2,Rest,R,B,3813cffb-067f-4627-9ef9-8eb0716c9bef,Richards
124,OneRepublic,Counting Stars,2014,$In $Vr $PCh $Ch $link $Vr $PCh_2 $Ch $bridge $Ch $outro,,S,,,"C, D",7b6749a4-bd76-443d-9bb5-e2fa6011ca4b,Park: MusicID Top 200 (2000-2020)
124,OneRepublic,Counting Stars,2014,|6-|1|5|4|,|Dm|FM|CM|BbM|,"$a, $link",Six One Five Four,6- 1 5 4,"C, D",7b6749a4-bd76-443d-9bb5-e2fa6011ca4b,Park: MusicID Top 200 (2000-2020)
124,OneRepublic,Counting Stars,2014,|6-|1|5|4||,|Dm|FM|CM|BbM||,$a_cad,Six One Five Four,6- 1 5 4,"C, D",7b6749a4-bd76-443d-9bb5-e2fa6011ca4b,Park: MusicID Top 200 (2000-2020)
124,OneRepublic,Counting Stars,2014,$a $a_cad,,$In,,,"C, D",7b6749a4-bd76-443d-9bb5-e2fa6011ca4b,Park: MusicID Top 200 (2000-2020)
124,OneRepublic,Counting Stars,2014,$a*2,,$Vr,,,"C, D",7b6749a4-bd76-443d-9bb5-e2fa6011ca4b,Park: MusicID Top 200 (2000-2020)
124,OneRepublic,Counting Stars,2014,|4||R||,|BbM||R||,$turnaround,,4 R,"C, D",7b6749a4-bd76-443d-9bb5-e2fa6011ca4b,Park: MusicID Top 200 (2000-2020)
124,OneRepublic,Counting Stars,2014,$a*2 $turnaround,,$PCh,,,"C, D",7b6749a4-bd76-443d-9bb5-e2fa6011ca4b,Park: MusicID Top 200 (2000-2020)
124,OneRepublic,Counting Stars,2014,$a*4,,$Ch,,,"C, D",7b6749a4-bd76-443d-9bb5-e2fa6011ca4b,Park: MusicID Top 200 (2000-2020)
124,OneRepublic,Counting Stars,2014,$a $turnaround,,$PCh_2,,,"C, D",7b6749a4-bd76-443d-9bb5-e2fa6011ca4b,Park: MusicID Top 200 (2000-2020)
124,OneRepublic,Counting Stars,2014,|R||||||||||4|2-|R|,|R||||||||||BbM|Gm|R|,$bridge,,R 4 2- R,"C, D",7b6749a4-bd76-443d-9bb5-e2fa6011ca4b,Park: MusicID Top 200 (2000-2020)
124,OneRepublic,Counting Stars,2014,|6-|1|5|R|,|Dm|FM|CM|R|,$ending,,6- 1 5 R,"C, D",7b6749a4-bd76-443d-9bb5-e2fa6011ca4b,Park: MusicID Top 200 (2000-2020)
124,OneRepublic,Counting Stars,2014,$a $ending,,$outro,,,"C, D",7b6749a4-bd76-443d-9bb5-e2fa6011ca4b,Park: MusicID Top 200 (2000-2020)
464,Savage Garden ,Crash and Burn ,2000,$In $Vr*2 $PCh $Ch $link $Vr $PCh $Ch $bridge $instr $Vr $Ch*2 $PostCh $fadeout,,S,,,D-CLP,6ab1ff1c-df5c-410d-a804-ba6388dbb8c6,Richards
464,Savage Garden ,Crash and Burn ,2000,|1||||,|EM||||,$vamp,One,1,D-CLP,6ab1ff1c-df5c-410d-a804-ba6388dbb8c6,Richards
464,Savage Garden ,Crash and Burn ,2000,| 1 || 5 || 6- || 4 ||,|EM||BM||C#m||AM||,"$a, $link",Axis-C,1 5 6- 4,D-CLP,6ab1ff1c-df5c-410d-a804-ba6388dbb8c6,Richards
464,Savage Garden ,Crash and Burn ,2000,$vamp $a*2,,$In,,,D-CLP,6ab1ff1c-df5c-410d-a804-ba6388dbb8c6,Richards
464,Savage Garden ,Crash and Burn ,2000,$a*2,,"$Vr, $instr",,,D-CLP,6ab1ff1c-df5c-410d-a804-ba6388dbb8c6,Richards
464,Savage Garden ,Crash and Burn ,2000,|6-||4 |5|,|C#m||AM| BM|,$b,Plateau: lower incomplete neighbor,6- 4 5,D-CLP,6ab1ff1c-df5c-410d-a804-ba6388dbb8c6,Richards
464,Savage Garden ,Crash and Burn ,2000,|6-|| . b7 . . | . 4 . . |,|C#m|| . DM . . | . AM . . |,$b_cad,,6- b7  4,D-CLP,6ab1ff1c-df5c-410d-a804-ba6388dbb8c6,Richards
464,Savage Garden ,Crash and Burn ,2000,$b $b_cad,,$PCh,,,D-CLP,6ab1ff1c-df5c-410d-a804-ba6388dbb8c6,Richards
464,Savage Garden ,Crash and Burn ,2000,|1||5| 4|,|EM||BM| AM|,$c,One Five Four,1 5 4,D-CLP,6ab1ff1c-df5c-410d-a804-ba6388dbb8c6,Richards
464,Savage Garden ,Crash and Burn ,2000,|1||6- | 5|,|EM||C#m| BM|,$c_cad,,1 6- 5,D-CLP,6ab1ff1c-df5c-410d-a804-ba6388dbb8c6,Richards
464,Savage Garden ,Crash and Burn ,2000,$c $c_cad,,"$cc, $bridge",,,D-CLP,6ab1ff1c-df5c-410d-a804-ba6388dbb8c6,Richards
464,Savage Garden ,Crash and Burn ,2000,$cc*2,,"$Ch, $PostCh, $fadeout",,,D-CLP,6ab1ff1c-df5c-410d-a804-ba6388dbb8c6,Richards
153,Luke Bryan ,Crash My Party ,2013,$In $Vr*2 $PCh $Ch $link $Vr $PCh $Ch $instr $PCh_2 $Ch $PostCh $ending,,S,,,D,95580e44-4458-4a83-90fa-a1f92096afe2,Richards
153,Luke Bryan ,Crash My Party ,2013,|4 | 1 | 6- | 5 |,|CM|GM|Em|DM|,"$a, $link",Four One Six Five,4 1 6- 5,D,95580e44-4458-4a83-90fa-a1f92096afe2,Richards
153,Luke Bryan ,Crash My Party ,2013,$a*2,,"$In, $instr, $PostCh",,,D,95580e44-4458-4a83-90fa-a1f92096afe2,Richards
153,Luke Bryan ,Crash My Party ,2013,| 6| 4 | 1 | 5 |,|Em|CM|GM|DM|,$b,,6 4 1 5,D,95580e44-4458-4a83-90fa-a1f92096afe2,Richards
153,Luke Bryan ,Crash My Party ,2013,$b*2,,$Vr,,,D,95580e44-4458-4a83-90fa-a1f92096afe2,Richards
153,Luke Bryan ,Crash My Party ,2013,|4|5|6-|7o|,|CM| DM| Em| F#o|,$c,,4 5 6-7o,D,95580e44-4458-4a83-90fa-a1f92096afe2,Richards
153,Luke Bryan ,Crash My Party ,2013,|4|1|2-||,|CM| GM| Am||,$c_turnaround,,4 1 2-,D,95580e44-4458-4a83-90fa-a1f92096afe2,Richards
153,Luke Bryan ,Crash My Party ,2013,$c $c_turnaround,,$PCh,,,D,95580e44-4458-4a83-90fa-a1f92096afe2,Richards
153,Luke Bryan ,Crash My Party ,2013,$a*4,,$Ch,,,D,95580e44-4458-4a83-90fa-a1f92096afe2,Richards
153,Luke Bryan ,Crash My Party ,2013,|4 | 1 | 6- | 5 ||,|CM|DM|Em|DM||,$PCh_2,Four One Six Five,4 1 6- 5,D,95580e44-4458-4a83-90fa-a1f92096afe2,Richards
153,Luke Bryan ,Crash My Party ,2013,|4||||||||||||||||,|CM||||||||||||||||,$ending,Four,4,D,95580e44-4458-4a83-90fa-a1f92096afe2,Richards
350,Gnarls Barkley ,Crazy ,2006,$In $Vr*2 $hook $turnaround $Vr $hook $turnaround $Vr $hook $turnaround $ending,,S,,,"B, C",be4b141c-4ab0-3552-9c93-63297518f25f,"Richards, Park: MusicID Top 200 (2000-2020)"
350,Gnarls Barkley ,Crazy ,2006,|6-||,|Cm||,$In,Six,6-,"B, C",be4b141c-4ab0-3552-9c93-63297518f25f,"Richards, Park: MusicID Top 200 (2000-2020)"
350,Gnarls Barkley ,Crazy ,2006,|6-||||1||||4||||3||||,|Cm||||EbM||||AbM||||GM||||,"$Vr, $Ch",,6- 1 4 3,"B, C",be4b141c-4ab0-3552-9c93-63297518f25f,"Richards, Park: MusicID Top 200 (2000-2020)"
350,Gnarls Barkley ,Crazy ,2006,|6||||4||||1||||3||||,|CM||||AbM||||EbM||||GM||||,$turnaround,,6 4 1 3,"B, C",be4b141c-4ab0-3552-9c93-63297518f25f,"Richards, Park: MusicID Top 200 (2000-2020)"
350,Gnarls Barkley ,Crazy ,2006,|6-||||,|Cm||||,$ending,Six,6-,"B, C",be4b141c-4ab0-3552-9c93-63297518f25f,"Richards, Park: MusicID Top 200 (2000-2020)"
224,Eli Young Band ,Crazy Girl ,2011,$Vr $Ch $link $Vr $Ch $instr $Ch*2 $PostCh $ending,,S,,,"B-CLP, C-CLP",ec4702f3-093b-451b-8ebf-4d8095aca50d,Richards
224,Eli Young Band ,Crazy Girl ,2011,| 6- | 4 | 1 | 5 |,|C#m|AM|EM|BM|,$a,Axis-A,6- 4 1 5,"B-CLP, C-CLP",ec4702f3-093b-451b-8ebf-4d8095aca50d,Richards
224,Eli Young Band ,Crazy Girl ,2011,| 6- | 4 | 1 | 3-|,|C#m|AM|EM|G#m|,$a_sub,Axis-A-sub3-,6- 4 1 3-,"B-CLP, C-CLP",ec4702f3-093b-451b-8ebf-4d8095aca50d,Richards
224,Eli Young Band ,Crazy Girl ,2011,$a $a_sub,,$Vr,,,"B-CLP, C-CLP",ec4702f3-093b-451b-8ebf-4d8095aca50d,Richards
224,Eli Young Band ,Crazy Girl ,2011,|4 1 |5|,|AM EM|BM|,$b,Closed Double Plagal,4 1 5,"B-CLP, C-CLP",ec4702f3-093b-451b-8ebf-4d8095aca50d,Richards
224,Eli Young Band ,Crazy Girl ,2011,|2-|5|,|F#m|BM|,$b_cad,Dorian Shuttle,2- 5,"B-CLP, C-CLP",ec4702f3-093b-451b-8ebf-4d8095aca50d,Richards
224,Eli Young Band ,Crazy Girl ,2011,$b*3 $b_cad,,$Ch,,,"B-CLP, C-CLP",ec4702f3-093b-451b-8ebf-4d8095aca50d,Richards
224,Eli Young Band ,Crazy Girl ,2011,|1||,|EM||,"$link, $ending",One,1,"B-CLP, C-CLP",ec4702f3-093b-451b-8ebf-4d8095aca50d,Richards
224,Eli Young Band ,Crazy Girl ,2011,|4||5||,|AM||BM||,$c,Plateau Shuttle,4 5,"B-CLP, C-CLP",ec4702f3-093b-451b-8ebf-4d8095aca50d,Richards
224,Eli Young Band ,Crazy Girl ,2011,$c*2,,$instr,,,"B-CLP, C-CLP",ec4702f3-093b-451b-8ebf-4d8095aca50d,Richards
224,Eli Young Band ,Crazy Girl ,2011,|1||4||,|EM||AM||,$d,Ionian-plagal,1 4,"B-CLP, C-CLP",ec4702f3-093b-451b-8ebf-4d8095aca50d,Richards
224,Eli Young Band ,Crazy Girl ,2011,$d*4,,$PostCh,,,"B-CLP, C-CLP",ec4702f3-093b-451b-8ebf-4d8095aca50d,Richards
404,Beyoncé & Jay-Z,Crazy In Love,2003,$hook*3 $In $hook $Vr $Ch $In $Vr $Ch_2 $Vr $hook $Vr $Ch_3 $Vr_2 $Ch*2 $fadeout,,S,,,C,e526fb3d-f0e7-325e-a934-546a9e82b5ce,Park: MusicID Top 200 (2000-2020)
404,Beyoncé & Jay-Z,Crazy In Love,2003,|4||2-||,|BbM||Gm||,"$a, $hook, $fadeout",,4 2-,C,e526fb3d-f0e7-325e-a934-546a9e82b5ce,Park: MusicID Top 200 (2000-2020)
404,Beyoncé & Jay-Z,Crazy In Love,2003,|6-||||,|Dm||||,$b,Six,6-,C,e526fb3d-f0e7-325e-a934-546a9e82b5ce,Park: MusicID Top 200 (2000-2020)
404,Beyoncé & Jay-Z,Crazy In Love,2003,$b*2,,"$In, $Vr_2",,,C,e526fb3d-f0e7-325e-a934-546a9e82b5ce,Park: MusicID Top 200 (2000-2020)
404,Beyoncé & Jay-Z,Crazy In Love,2003,$b*4,,$Vr,,,C,e526fb3d-f0e7-325e-a934-546a9e82b5ce,Park: MusicID Top 200 (2000-2020)
404,Beyoncé & Jay-Z,Crazy In Love,2003,$a*4,,$Ch,,,C,e526fb3d-f0e7-325e-a934-546a9e82b5ce,Park: MusicID Top 200 (2000-2020)
404,Beyoncé & Jay-Z,Crazy In Love,2003,$a*5,,$Ch_2,,,C,e526fb3d-f0e7-325e-a934-546a9e82b5ce,Park: MusicID Top 200 (2000-2020)
404,Beyoncé & Jay-Z,Crazy In Love,2003,$a*3,,$Ch_3,,,C,e526fb3d-f0e7-325e-a934-546a9e82b5ce,Park: MusicID Top 200 (2000-2020)
7,Tones And I,Dance Monkey,2019,$In $Vr $PCh $Ch $Vr $PCh $Ch*2 $bridge $DCh $PostCh $bridge $Ch*2 ,,S,,,B,233d58f7-aba4-405a-8cd3-4adb344bd333,Park: MusicID Top 200 (2000-2020)
7,Tones And I,Dance Monkey,2019,|6-|4|5|3-|,|F#m|DM|EM|C#m|,"$a, $In",,6- 4 5 3-,B,233d58f7-aba4-405a-8cd3-4adb344bd333,Park: MusicID Top 200 (2000-2020)
7,Tones And I,Dance Monkey,2019,$a*2,,"$Vr, $Ch",,,B,233d58f7-aba4-405a-8cd3-4adb344bd333,Park: MusicID Top 200 (2000-2020)
7,Tones And I,Dance Monkey,2019,|6-|4|5|3- R . .|,|F#m|DM|EM|C#m R . .|,$a_drop,,6- 4 5 3- R,B,233d58f7-aba4-405a-8cd3-4adb344bd333,Park: MusicID Top 200 (2000-2020)
7,Tones And I,Dance Monkey,2019,$a $a_drop,,"$PCh, $bridge",,,B,233d58f7-aba4-405a-8cd3-4adb344bd333,Park: MusicID Top 200 (2000-2020)
8,Sam Smith & Normami,Dancing With a Stranger,2019,$In $Vr*2 $Ch $PostCh $Vr $Ch $DCh $bridge $Ch ,,S,,,B-CLP,deef617e-cbf0-4bd0-a308-8cba969d3054,Duinker
8,Sam Smith & Normami,Dancing With a Stranger,2019,|4| . 5 |6-|1|,|DbM| . EbM |Fm|AbM|,"$a, $In, $PostCh",Plateau: ascending passing loop,4 5 6- 1,B-CLP,deef617e-cbf0-4bd0-a308-8cba969d3054,Duinker
8,Sam Smith & Normami,Dancing With a Stranger,2019,|4| . 3- |6-|1|,|DbM| . Cm |Fm|AbM|,$a_sub,,4 3- 6- 1,B-CLP,deef617e-cbf0-4bd0-a308-8cba969d3054,Duinker
8,Sam Smith & Normami,Dancing With a Stranger,2019,$a*2,,"$Vr, $DCh",,,B-CLP,deef617e-cbf0-4bd0-a308-8cba969d3054,Duinker
8,Sam Smith & Normami,Dancing With a Stranger,2019,$a $a_sub,,"$Ch, $bridge",,,B-CLP,deef617e-cbf0-4bd0-a308-8cba969d3054,Duinker
60,Ariana Grande,Dangerous Woman,2016,$In $Vr $PCh $Ch $Vr $PCh $Ch $Ch_2 $instr $Ch $Ch_2 $PostCh ,,S,,,A,abb0e248-2ba3-4994-9e71-f0c8d5797eb1,Peres
60,Ariana Grande,Dangerous Woman,2016,|6-|1|4||,|Em|GM|CM||,"$a, $In, $PCh",,6- 1 4,A,abb0e248-2ba3-4994-9e71-f0c8d5797eb1,Peres
60,Ariana Grande,Dangerous Woman,2016,$a*2,,"$Vr, $Ch, $Ch_2, $instr, $PostCh",,,A,abb0e248-2ba3-4994-9e71-f0c8d5797eb1,Peres
155,Maroon 5,Daylight ,2013,$Vr $PCh $Ch $DCh $Vr $PCh_short $Ch $DCh $bridge $Ch*2 $DCh*2,,S,,,D-CLP,72d4ddea-ed19-486d-945f-a19a49e62550,Richards
155,Maroon 5,Daylight ,2013,|1||||||||,|DM||||||||,$Vr,One,1,D-CLP,72d4ddea-ed19-486d-945f-a19a49e62550,Richards
155,Maroon 5,Daylight ,2013,|1|4|6-|4|,|DM|GM|Bm|GM|,$a,,1 4 6- 4,D-CLP,72d4ddea-ed19-486d-945f-a19a49e62550,Richards
155,Maroon 5,Daylight ,2013,|1|4|6-|4||,|DM|GM|Bm|GM||,$a_turnaround,,1 4 6- 4,D-CLP,72d4ddea-ed19-486d-945f-a19a49e62550,Richards
155,Maroon 5,Daylight ,2013,|1|6-|4|1|,|DM|Bm|GM|DM|,$b,,1 6- 4 1,D-CLP,72d4ddea-ed19-486d-945f-a19a49e62550,Richards
155,Maroon 5,Daylight ,2013,$a $a_turnaround,,$PCh,,,D-CLP,72d4ddea-ed19-486d-945f-a19a49e62550,Richards
155,Maroon 5,Daylight ,2013,$b*2,,"$Ch, $DCh",,,D-CLP,72d4ddea-ed19-486d-945f-a19a49e62550,Richards
155,Maroon 5,Daylight ,2013,$b*2,,$DCh,,,D-CLP,72d4ddea-ed19-486d-945f-a19a49e62550,Richards
155,Maroon 5,Daylight ,2013,$a*2,,$PCh_short,,,D-CLP,72d4ddea-ed19-486d-945f-a19a49e62550,Richards
155,Maroon 5,Daylight ,2013,|5|6-|4|1|,|AM|Bm|GM|DM|,$c,Axis-G,5 6- 4 1,D-CLP,72d4ddea-ed19-486d-945f-a19a49e62550,Richards
155,Maroon 5,Daylight ,2013,|5|6-|4||R|,|AM|Bm|GM||R|,$c_turnaround,,5 6- 4 R,D-CLP,72d4ddea-ed19-486d-945f-a19a49e62550,Richards
155,Maroon 5,Daylight ,2013,$c $c_turnaround,,$bridge,,,D-CLP,72d4ddea-ed19-486d-945f-a19a49e62550,Richards
156,Imagine Dragons ,Demons ,2013,$Vr $PCh $Ch $Vr $PCh $Ch $bridge $Ch,,S,,,A,42462391-3cdb-4af6-8a6c-386021ea6d6c,Richards
156,Imagine Dragons ,Demons ,2013,| 1 | 5 | 6- | 4 |,|EM|BM|C#m|AM|,$a,Axis-C,1 5 6- 4,A,42462391-3cdb-4af6-8a6c-386021ea6d6c,Richards
156,Imagine Dragons ,Demons ,2013,$a*2,,"$Vr, $PCh, $Ch, $bridge",,,A,42462391-3cdb-4af6-8a6c-386021ea6d6c,Richards
46,Luis Fonsi & Daddy Yankee,Despacito,2017,$In $Vr $Vr $Ch $Ch_2 $Vr $Vr $Ch $Ch_2 $PostCh,,S,,,A,a9b23c53-856d-4e4f-bf43-18fd8e12747f,Park: MusicID Top 200 (2000-2020)
46,Luis Fonsi & Daddy Yankee,Despacito,2017,| 6- || 4 || 1 || 5 ||,|Bm||GM||DM||AM||,"$a, $In",Axis-A,6- 4 1 5,A,a9b23c53-856d-4e4f-bf43-18fd8e12747f,Park: MusicID Top 200 (2000-2020)
46,Luis Fonsi & Daddy Yankee,Despacito,2017,$a*2,,"$Vr, $Ch, $Ch_2, $PostCh",,,A,a9b23c53-856d-4e4f-bf43-18fd8e12747f,Park: MusicID Top 200 (2000-2020)
420,Nelly & Kelly Rowland,Dilemma,2002,$In $hook $Vr $Vr $hook $Vr*2 $Vr $hook $bridge $hook $PostCh $hook $fadeout,,S,,,A,80ef0256-ef7e-3e77-bc68-d464ea06ef76,Park: MusicID Top 200 (2000-2020)
420,Nelly & Kelly Rowland,Dilemma,2002,|2-|5|3-|6-|,|Gm|CM|Am|Dm|,$a,,2- 5 3- 6-,A,80ef0256-ef7e-3e77-bc68-d464ea06ef76,Park: MusicID Top 200 (2000-2020)
420,Nelly & Kelly Rowland,Dilemma,2002,$a*4,,"$In, $hook, $PostCh, $fadeout",,,A,80ef0256-ef7e-3e77-bc68-d464ea06ef76,Park: MusicID Top 200 (2000-2020)
420,Nelly & Kelly Rowland,Dilemma,2002,$a*2,,$Vr,,,A,80ef0256-ef7e-3e77-bc68-d464ea06ef76,Park: MusicID Top 200 (2000-2020)
420,Nelly & Kelly Rowland,Dilemma,2002,$a*6,,$bridge,,,A,80ef0256-ef7e-3e77-bc68-d464ea06ef76,Park: MusicID Top 200 (2000-2020)
351,The All-American Rejects ,Dirty Little Secret ,2006,$In $Vr $PCh $Ch $Vr $PCh $Ch $bridge $link $Ch_2 $Ch_3,,S,,,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,|1|b7|,|BbM|AbM|,$a,,1 b7,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,|1|b7||,|BbM|AbM||,$a_turnaround,,1 b7,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,$a*3 $a_turnaround,,$In,,,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,| 1 | 5 | 6- | 4 |,|BbM|FM|Gm|EbM|,$b,Axis-C,1 5 6- 4,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,$b*2,,$Vr,,,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,|2-||6-||4||5||,|Cm||Gm||EbM||FM||,$PCh,,2- 6- 4 5,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,|1|4|6-|5|,|BbM|EbM|Gm|FM|,$c,,1 4 6- 5,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,|4||,|Ebm||,$c_turnaround,Four,4,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,$c*2 $c_turnaround,,$Ch,,,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,|6-| . 5|4| . 1|,|Gm| . FM|EbM| . BbM|,$d,,6- 5 4 1,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,|6-| . 5|4||,|Gm| . FM|EbM||,$dd,Plateau: Reverse open passing loop,6- 5 4,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,|1||2-||,|BbM||Cm||,$e,,1 2-,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,$d $dd $e,,$bridge,,,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,$a*4,,$link,,,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,$c*2,,$Ch_2,,,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,|4|5|6-|7|,|EbM|FM|Gm|AbM|,$c_turnaround_2,,4 5 6- 7,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,$c*2 $c_turnaround_2,,$Ch_3,,,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,|1|b7 . . 5||||,|BbM|AbM . . FM||||,$a_cadence,,1 b7 5,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
351,The All-American Rejects ,Dirty Little Secret ,2006,$a $a_cadence,,$outro,,,D,448bd3a2-9224-4597-aa20-0eb3c6e05df1,Richards
261,Usher,DJ Got Us Falling In Love Again,2010,$In $Vr $PCh $Ch $Vr $PCh $Ch $bridge $link $Ch*2 $ending,,S,,,"B, C",31297fdc-eaaf-46ab-a86b-61ce48fc7a4b,Peres
261,Usher,DJ Got Us Falling In Love Again,2010,|6-|5|4||,|Gm|FM|EbM||,"$a, $In, $PCh, $link",Plateau: Reverse open passing loop,6- 5 4,"B, C",31297fdc-eaaf-46ab-a86b-61ce48fc7a4b,Peres
261,Usher,DJ Got Us Falling In Love Again,2010,$a*2,,$Vr,,,"B, C",31297fdc-eaaf-46ab-a86b-61ce48fc7a4b,Peres
261,Usher,DJ Got Us Falling In Love Again,2010,$a*4,,$Ch,,,"B, C",31297fdc-eaaf-46ab-a86b-61ce48fc7a4b,Peres
