Index,Artist,title,year,data,Absolute Chords,section,loop type,chords only,Form Type,MBID,source
54,Bon Iver,"33 ""GOD""",2016,$d*4,,$outro,,,D,08e1dc44-da43-487f-8f84-3d5d8b7fee41,Duinker
190,Train ,50 Ways to Say Goodbye,2012,$intro $Vr*2 $PCh $Ch $interlude $Vr*2 $PCh $Ch $PostCh $bridge $PCh_b $Ch*2 $outro,,S,,,D,f29ab7ab-9d2f-4b4f-ab96-c05e959e6701,Richards
190,Train ,50 Ways to Say Goodbye,2012,|6-|2-|5|1|4|2-|3||,|Em |Am |DM| GM| CM| Am| BM ||,"$intro, $Vr, $interlude",,6- 2- 5 1 4 2- 3,D,f29ab7ab-9d2f-4b4f-ab96-c05e959e6701,Richards
190,Train ,50 Ways to Say Goodbye,2012,|R||,|R||,$PCh,Rest,R,D,f29ab7ab-9d2f-4b4f-ab96-c05e959e6701,Richards
190,Train ,50 Ways to Say Goodbye,2012,|4|1|5|6- 5|4|1|7o|5| ,|CM|GM|DM|Em DM| CM| GM|F#m|BM|,$Ch_a,,4 1 5 6- 5 4 1 7o 5,D,f29ab7ab-9d2f-4b4f-ab96-c05e959e6701,Richards
190,Train ,50 Ways to Say Goodbye,2012,|4|1|5|6- 5|4|1|5|| ,|CM|GM|DM|Em DM| CM| GM|BM||,$Ch_b,,4 1 5 6- 5 4 1 5,D,f29ab7ab-9d2f-4b4f-ab96-c05e959e6701,Richards
190,Train ,50 Ways to Say Goodbye,2012,|6-|2-|5|1|4|2-|3|4|,|Em |Am |DM| GM| CM| Am| Bm |CM|,$PostCh,,6- 2- 5 1 4 2- 3 4,D,f29ab7ab-9d2f-4b4f-ab96-c05e959e6701,Richards
190,Train ,50 Ways to Say Goodbye,2012,|5||4||5||4||,|DM||CM||DM||CM||,$bridge,,5 4 5 4,D,f29ab7ab-9d2f-4b4f-ab96-c05e959e6701,Richards
190,Train ,50 Ways to Say Goodbye,2012,|3|R|3||,|BM|R|BM||,$PCh_b,,3 R 3,D,f29ab7ab-9d2f-4b4f-ab96-c05e959e6701,Richards
190,Train ,50 Ways to Say Goodbye,2012,|4 1 5||,|CM GM DM||,$ending_cadence,Closed Double Plagal,4 1 5,D,f29ab7ab-9d2f-4b4f-ab96-c05e959e6701,Richards
190,Train ,50 Ways to Say Goodbye,2012,$Ch_a $Ch_b,,$Ch,,,D,f29ab7ab-9d2f-4b4f-ab96-c05e959e6701,Richards
190,Train ,50 Ways to Say Goodbye,2012,$ending_cadence*2,,$outro,,,D,f29ab7ab-9d2f-4b4f-ab96-c05e959e6701,Richards
416,Celine Dion ,A New Day Has Come ,2002,$In $Vr_a $Vr_b $Ch $Vr_c $Vr_d $interlude $Vr_b $Ch $Vr_c $Vr_e $Vr_c $Vr_f $outro,,S,,,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,|4| 1| 5| 6-|,|CM|GM|DM|Em|,$g,Axis-F,4 1 5 6-,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,|4| 1| 5||,|CM|GM|DM||,$a,Closed Double Plagal,4 1 5,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,| 6- | 4 | 1 | 5 |,|Em|CM|GM|DM|,$b,Axis-A,6- 4 1 5,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,$a $b*2,,$In,,,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,$d*2 $e $c,|Em||R||Em|R||Em||GM |DM|CM||Em|DM|,$Vr_a,,,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,$b*3 $c,,$Vr_b,,,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,|4||6-|5|,|CM||Em|DM|,$c,Plateau: open neighboring loop,4 6- 5,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,|6-||R||,|Em||R||,$d,,6- R,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,|6-||1|5|,|Em||GM|DM|,$e,,6- 1 5,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,$b*3 $f,,$Ch,,,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,|2||||,|AM||||,$f,,2,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,$g $a ,,$Vr_c,,,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,$g*2 ,,$Vr_d,,,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,$b*2 ,,$interlude,,,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,|4|1|3||,|CM|GM|BM||,$h,,4 1 3,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,$g $h,,$Vr_e,,,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,|4| 1| 5||R||,|CM|GM|DM||R||,$i,,4 1 5 R,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,$g $i,,$Vr_f,,,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
416,Celine Dion ,A New Day Has Come ,2002,$b*12,,$outro,,,D,ddb504fd-fa94-45d7-813a-674c6399bc66,Richards
111,Coldplay ,A Sky Full of Stars ,2014,$In $Vr*2 $Vr*2 $DCh $Vr*2 $Vr*2 $a $DCh_b $bridge $outro,,S,,,D,f42ca644-0fa7-4ec5-9089-542c9a1b8be3,Richards
111,Coldplay ,A Sky Full of Stars ,2014,|6- . . 5|4|1|3|,|Em . . DM|CM|GM|Bm|,$a,,6- 5 4 1 3,D,f42ca644-0fa7-4ec5-9089-542c9a1b8be3,Richards
111,Coldplay ,A Sky Full of Stars ,2014,$a*2,,"$In, $Vr",,,D,f42ca644-0fa7-4ec5-9089-542c9a1b8be3,Richards
111,Coldplay ,A Sky Full of Stars ,2014,|6- . . 5|4|1|7o . . 3|,|Em . . DM|CM|GM|F#o . . Bm|,$b,,6- 5 4 1 7o 3,D,f42ca644-0fa7-4ec5-9089-542c9a1b8be3,Richards
111,Coldplay ,A Sky Full of Stars ,2014,|6- . . 5|4|1|4 . . 7o |,|Em . . DM|CM|GM|DM . . F#o |,$c,,6- 5 4 1 4 7o,D,f42ca644-0fa7-4ec5-9089-542c9a1b8be3,Richards
111,Coldplay ,A Sky Full of Stars ,2014,$b $c $a,,$DCh,,,D,f42ca644-0fa7-4ec5-9089-542c9a1b8be3,Richards
111,Coldplay ,A Sky Full of Stars ,2014,$b $c $c $b,,$DCh_b,,,D,f42ca644-0fa7-4ec5-9089-542c9a1b8be3,Richards
111,Coldplay ,A Sky Full of Stars ,2014,|4|5|6-| . 1 . . |,|CM|DM|Em| . GM . .|,$d,Plateau: ascending passing loop,4 5 6- 1,D,f42ca644-0fa7-4ec5-9089-542c9a1b8be3,Richards
111,Coldplay ,A Sky Full of Stars ,2014,$d*5,,$bridge,,,D,f42ca644-0fa7-4ec5-9089-542c9a1b8be3,Richards
111,Coldplay ,A Sky Full of Stars ,2014,$d*3,,$outro,,,D,f42ca644-0fa7-4ec5-9089-542c9a1b8be3,Richards
417,Vanessa Carlton,A Thousand Miles,2002,$In $Vr*2 $PCh $Ch $link $Vr*2 $PCh $Ch $link_b $bridge $Vr*2 $PCh $Ch*2 $f $outro,,S,,,"C, D",3ee4663e-addb-38c8-8806-a7598605df85,Park: MusicID Top 200 (2000-2020)
417,Vanessa Carlton,A Thousand Miles,2002,|4 . . 5 . . 3-  .| . 4 |,|EM . . F#M . . D#m . | . EM|,$a,,4 5 3- 4,"C, D",3ee4663e-addb-38c8-8806-a7598605df85,Park: MusicID Top 200 (2000-2020)
417,Vanessa Carlton,A Thousand Miles,2002,|4 . . 5 . . . . |3-  . . 4 . . . . |,|EM . . F#M . . . . | D#m . .  EM . . . .|,$b,,4 5 3- 4,"C, D",3ee4663e-addb-38c8-8806-a7598605df85,Park: MusicID Top 200 (2000-2020)
417,Vanessa Carlton,A Thousand Miles,2002,|4 . . 5 . . 3-  .||,|EM . . F#M . . D#m . ||,$c,,4 5 3-,"C, D",3ee4663e-addb-38c8-8806-a7598605df85,Park: MusicID Top 200 (2000-2020)
417,Vanessa Carlton,A Thousand Miles,2002,|4 5|,|EM F#M|,$d,Plateau Shuttle,4 5,"C, D",3ee4663e-addb-38c8-8806-a7598605df85,Park: MusicID Top 200 (2000-2020)
417,Vanessa Carlton,A Thousand Miles,2002,|4| 5| 3-| 4|,|EM F#M|D#m EM|,$e,,4 5 3- 4,"C, D",3ee4663e-addb-38c8-8806-a7598605df85,Park: MusicID Top 200 (2000-2020)
417,Vanessa Carlton,A Thousand Miles,2002,|6- . . 7o . . 5 . ||,|G#m. . A#o . . F#M .||,$f,,6- 7o 5,"C, D",3ee4663e-addb-38c8-8806-a7598605df85,Park: MusicID Top 200 (2000-2020)
417,Vanessa Carlton,A Thousand Miles,2002,$a*4,,"$In, $link_b, $outro",,,"C, D",3ee4663e-addb-38c8-8806-a7598605df85,Park: MusicID Top 200 (2000-2020)
417,Vanessa Carlton,A Thousand Miles,2002,$b*2 $a*2,,$Vr,,,"C, D",3ee4663e-addb-38c8-8806-a7598605df85,Park: MusicID Top 200 (2000-2020)
417,Vanessa Carlton,A Thousand Miles,2002,$c*3 $d,,$PCh,,,"C, D",3ee4663e-addb-38c8-8806-a7598605df85,Park: MusicID Top 200 (2000-2020)
417,Vanessa Carlton,A Thousand Miles,2002,$e*3 $f,,$Ch,,,"C, D",3ee4663e-addb-38c8-8806-a7598605df85,Park: MusicID Top 200 (2000-2020)
417,Vanessa Carlton,A Thousand Miles,2002,$a*2,,$link,,,"C, D",3ee4663e-addb-38c8-8806-a7598605df85,Park: MusicID Top 200 (2000-2020)
417,Vanessa Carlton,A Thousand Miles,2002,|6-  7o | 1 2- |,|G#m A#o |BM C#m |,$g,,6- 7o 1 2-,"C, D",3ee4663e-addb-38c8-8806-a7598605df85,Park: MusicID Top 200 (2000-2020)
417,Vanessa Carlton,A Thousand Miles,2002,$g*3 $f,,$bridge,,,"C, D",3ee4663e-addb-38c8-8806-a7598605df85,Park: MusicID Top 200 (2000-2020)
283,Orianthi ,According to You ,2009,$In $Vr*2 $Ch $link $Vr $Vr_b $Ch $bridge $instr $Vr $PCh $Ch $link $outro,,S,,,D,b62b2506-0632-4601-8b72-1738f5c8b90a,Richards
283,Orianthi ,According to You ,2009,|1| 5| 6-| 4|,,$a,Axis-C,1 5 6- 4,D,b62b2506-0632-4601-8b72-1738f5c8b90a,Richards
283,Orianthi ,According to You ,2009,|4|5|6-|2-|,|BbM|CM|Dm|Gm|,$b,,4 5 6- 2-,D,b62b2506-0632-4601-8b72-1738f5c8b90a,Richards
283,Orianthi ,According to You ,2009,|1|5|,|FM|CM|,$In,One Five,1 5,D,b62b2506-0632-4601-8b72-1738f5c8b90a,Richards
283,Orianthi ,According to You ,2009,$a*2,|FM|CM|Dm|BbM|,"$Vr, $instr",,,D,b62b2506-0632-4601-8b72-1738f5c8b90a,Richards
283,Orianthi ,According to You ,2009,$b*3 $c,,$Ch,,,D,b62b2506-0632-4601-8b72-1738f5c8b90a,Richards
283,Orianthi ,According to You ,2009,|4|5|,|BbM|CM|,$c,Plateau Shuttle,4 5,D,b62b2506-0632-4601-8b72-1738f5c8b90a,Richards
283,Orianthi ,According to You ,2009,|4 . . 1|4|,|BbM . . FM|BbM|,$link,,4 1 4,D,b62b2506-0632-4601-8b72-1738f5c8b90a,Richards
283,Orianthi ,According to You ,2009,|1|5|2-||,|FM|CM|Gm||,$PCh,,1 5 2-,D,b62b2506-0632-4601-8b72-1738f5c8b90a,Richards
283,Orianthi ,According to You ,2009,$a $d,,$Vr_b,,,D,b62b2506-0632-4601-8b72-1738f5c8b90a,Richards
283,Orianthi ,According to You ,2009,|6-|4|1|3-|,|Dm|BbM|FM|Am|,$e,Axis-A-sub3-,6- 4 1 3-,D,b62b2506-0632-4601-8b72-1738f5c8b90a,Richards
283,Orianthi ,According to You ,2009,|6-|4|||,|Dm|BbM|||,$turn,Aeolian-Lydian Plateau Shuttle,6- 4,D,b62b2506-0632-4601-8b72-1738f5c8b90a,Richards
283,Orianthi ,According to You ,2009,$e $turn,,$bridge,,,D,b62b2506-0632-4601-8b72-1738f5c8b90a,Richards
283,Orianthi ,According to You ,2009,|1|5|4|||,|FM|CM|BbM||,$outro,One Five Four,1 5 4,D,b62b2506-0632-4601-8b72-1738f5c8b90a,Richards
143,Miley Cyrus,Adore You,2013,$In $Vr $PCh $Ch $Vr $PCh $Ch $bridge $Ch*2 $ending_cadence,Adore You,S,,,C,415803cf-d29d-46ad-afe2-f68d138fa1b1,Peres
143,Miley Cyrus,Adore You,2013,|1||4|6-|,|CM||FM|Am|,$a,,1 4 6-,C,415803cf-d29d-46ad-afe2-f68d138fa1b1,Peres
143,Miley Cyrus,Adore You,2013,$a*2,,$In,,,C,415803cf-d29d-46ad-afe2-f68d138fa1b1,Peres
143,Miley Cyrus,Adore You,2013,$a*4,,$Vr,,,C,415803cf-d29d-46ad-afe2-f68d138fa1b1,Peres
143,Miley Cyrus,Adore You,2013,$a*2,,$PCh,,,C,415803cf-d29d-46ad-afe2-f68d138fa1b1,Peres
143,Miley Cyrus,Adore You,2013,$a*4,,$Ch,,,C,415803cf-d29d-46ad-afe2-f68d138fa1b1,Peres
143,Miley Cyrus,Adore You,2013,|4||2-|1|,|FM||Dm CM||,$b,,4 2- 1,C,415803cf-d29d-46ad-afe2-f68d138fa1b1,Peres
143,Miley Cyrus,Adore You,2013,$b*4,,$bridge,,,C,415803cf-d29d-46ad-afe2-f68d138fa1b1,Peres
143,Miley Cyrus,Adore You,2013,|1||,|CM||,$ending_cadence,One,1,C,415803cf-d29d-46ad-afe2-f68d138fa1b1,Peres
460,Lenny Kravitz,Again,2000,$In $Vr $Ch $Vr $Ch $bridge $instr $Ch*2 $outro*2,,S,,,D,dcff6512-6d0b-4d28-ad47-7c4f3f70c1fe,Park: MusicID Top 200 (2000-2020)
460,Lenny Kravitz,Again,2000,|1||6-||5| . . . 4||,|AM||F#m||EM| . . . DM||,$In,Axis-C-descent,1 6- 5 4,D,dcff6512-6d0b-4d28-ad47-7c4f3f70c1fe,Park: MusicID Top 200 (2000-2020)
460,Lenny Kravitz,Again,2000,|4||5 . . 6||,|DM||EM . . F#M||,$b,,4 5 6,D,dcff6512-6d0b-4d28-ad47-7c4f3f70c1fe,Park: MusicID Top 200 (2000-2020)
460,Lenny Kravitz,Again,2000,$b*4,,$Vr,,,D,dcff6512-6d0b-4d28-ad47-7c4f3f70c1fe,Park: MusicID Top 200 (2000-2020)
460,Lenny Kravitz,Again,2000,|1||6-||5||4||,|AM||F#m||EM||DM||,$a,Axis-C-descent,1 6- 5 4,D,dcff6512-6d0b-4d28-ad47-7c4f3f70c1fe,Park: MusicID Top 200 (2000-2020)
460,Lenny Kravitz,Again,2000,|1||6-||5-||4||,|AM||F#m||Em||DM||,$aa,Axis-C-descent,1 6- 5 4,D,dcff6512-6d0b-4d28-ad47-7c4f3f70c1fe,Park: MusicID Top 200 (2000-2020)
460,Lenny Kravitz,Again,2000,$a $aa,,"$Ch, $instr, $outro",,,D,dcff6512-6d0b-4d28-ad47-7c4f3f70c1fe,Park: MusicID Top 200 (2000-2020)
460,Lenny Kravitz,Again,2000,|1-||5-||,|Am||Em||,$c,,1- 5-,D,dcff6512-6d0b-4d28-ad47-7c4f3f70c1fe,Park: MusicID Top 200 (2000-2020)
460,Lenny Kravitz,Again,2000,$c*2,,$bridge,,,D,dcff6512-6d0b-4d28-ad47-7c4f3f70c1fe,Park: MusicID Top 200 (2000-2020)
436,Jennifer Lopez & Ja Rule,Ain't It Funny,2001,$In $In_2 $Vr $Ch*2 $Vr*2 $Ch*2 $bridge $In $Ch*2 $Ch*2 $Ch*2,,S,,,D-CLP,cb068e19-1423-3612-9311-2595a5146050,Park: MusicID Top 200 (2000-2020)
436,Jennifer Lopez & Ja Rule,Ain't It Funny,2001,|3|4|5 4|3|,|DM|EbM|FM EbM|DM|,$In,,3 4 5 4 3,D-CLP,cb068e19-1423-3612-9311-2595a5146050,Park: MusicID Top 200 (2000-2020)
436,Jennifer Lopez & Ja Rule,Ain't It Funny,2001,|6-|2-|6-|3|,|Gm | Cm|Gm|DM|,$In_2,,6- 2- 6- 3,D-CLP,cb068e19-1423-3612-9311-2595a5146050,Park: MusicID Top 200 (2000-2020)
436,Jennifer Lopez & Ja Rule,Ain't It Funny,2001,|6- 4|5 1|,|Gm EbM|FM BbM|,$a,,6- 4 5 1,D-CLP,cb068e19-1423-3612-9311-2595a5146050,Park: MusicID Top 200 (2000-2020)
436,Jennifer Lopez & Ja Rule,Ain't It Funny,2001,|6- 4|3|,|Gm EbM|DM|,$aCad,,6- 4 3,D-CLP,cb068e19-1423-3612-9311-2595a5146050,Park: MusicID Top 200 (2000-2020)
436,Jennifer Lopez & Ja Rule,Ain't It Funny,2001,$a*3 $aCad,,$Vr,,,D-CLP,cb068e19-1423-3612-9311-2595a5146050,Park: MusicID Top 200 (2000-2020)
436,Jennifer Lopez & Ja Rule,Ain't It Funny,2001,|6- 2-|3 6-|,|Gm|Cm|DM|Gm|,$b,,6- 2- 3 6-,D-CLP,cb068e19-1423-3612-9311-2595a5146050,Park: MusicID Top 200 (2000-2020)
436,Jennifer Lopez & Ja Rule,Ain't It Funny,2001,|6- 2-|3|,|Gm|Cm|DM||,$bCad,,6- 2- 3-,D-CLP,cb068e19-1423-3612-9311-2595a5146050,Park: MusicID Top 200 (2000-2020)
436,Jennifer Lopez & Ja Rule,Ain't It Funny,2001,$b $bCad,,$Ch,,,D-CLP,cb068e19-1423-3612-9311-2595a5146050,Park: MusicID Top 200 (2000-2020)
436,Jennifer Lopez & Ja Rule,Ain't It Funny,2001,|2-|6-|3|6-|,|Cm|Gm|DM|Gm|,$c,,2- 6- 3 6-,D-CLP,cb068e19-1423-3612-9311-2595a5146050,Park: MusicID Top 200 (2000-2020)
436,Jennifer Lopez & Ja Rule,Ain't It Funny,2001,|2-|6-|3||,|Cm|Gm|DM|,$cCad,,2- 6- 3,D-CLP,cb068e19-1423-3612-9311-2595a5146050,Park: MusicID Top 200 (2000-2020)
436,Jennifer Lopez & Ja Rule,Ain't It Funny,2001,$c $cCad,,$bridge,,,D-CLP,cb068e19-1423-3612-9311-2595a5146050,Park: MusicID Top 200 (2000-2020)
112,John Legend ,All of Me ,2014,$In $Vr*4 $PCh*2 $Ch*2 $DCh*2 $Vr*4 $PCh*2 $Ch*2 $DCh*2 $PCh*2 $Ch*2 $DCh*4,,S,,,D,45c67308-c345-431b-b475-f5cd0512d03f,"Richards, Park: MusicID Top 200 (2000-2020)"
112,John Legend ,All of Me ,2014,|6-| 4| 1| 5|,|Fm|DbM|AbM|EbM|,"$In, $Vr, $DCh",Axis-A,6- 4 1 5,D,45c67308-c345-431b-b475-f5cd0512d03f,"Richards, Park: MusicID Top 200 (2000-2020)"
112,John Legend ,All of Me ,2014,|2-|| 1| 5|,|BbM||AbM|EbM|,$PCh,,2- 1 5,D,45c67308-c345-431b-b475-f5cd0512d03f,"Richards, Park: MusicID Top 200 (2000-2020)"
112,John Legend ,All of Me ,2014,|1|| 6-|| 4|| 5||,|AbM||Fm||DbM||EbM||,$Ch,Doo-wop,1 6- 4 5,D,45c67308-c345-431b-b475-f5cd0512d03f,"Richards, Park: MusicID Top 200 (2000-2020)"
43,Krewella,Be There,2017,$In $Vr*2 $PCh*2 $Ch*3 $drop $DCh $Vr*2 $PCh*2 $Ch*3 $drop $DCh*2 $Ch*3 $drop $DCh*4,,S,,,B-CLP,ea67aac0-fb22-4a44-abab-04f98d7d2b49,"Barna, 2020"
43,Krewella,Be There,2017,|6-| 4| 1||,|Em|CM|GM||,$In,Six Four One Rest,6- 4 1,B-CLP,ea67aac0-fb22-4a44-abab-04f98d7d2b49,"Barna, 2020"
43,Krewella,Be There,2017,|6-| 4| 1| . 5|,|Em|CM|GM|. DM|,"$Vr, $PCh, $Ch",Axis-A,6- 4 1 5,B-CLP,ea67aac0-fb22-4a44-abab-04f98d7d2b49,"Barna, 2020"
43,Krewella,Be There,2017,|6-| 4| 1| R|,|Em|CM|GM||,$drop,,6- 4 1 R,B-CLP,ea67aac0-fb22-4a44-abab-04f98d7d2b49,"Barna, 2020"
43,Krewella,Be There,2017,|6- . . 4|| 1 . . 5||,|Em . . CM||GM . .  DM||,$a,Axis-A,6- 4 1 5,B-CLP,ea67aac0-fb22-4a44-abab-04f98d7d2b49,"Barna, 2020"
43,Krewella,Be There,2017,|6- . . 4|| . . . 5||,|Em . . CM|| . . .  DM||,$b,Plateau: lower incomplete neighbor,6- 4 5,B-CLP,ea67aac0-fb22-4a44-abab-04f98d7d2b49,"Barna, 2020"
43,Krewella,Be There,2017,$a $b,,$DCh,,,B-CLP,ea67aac0-fb22-4a44-abab-04f98d7d2b49,"Barna, 2020"
412,Brooks and Dunn ,Red Dirt Road ,2003,$In $Vr $PCh $Ch $link $Vr $PCh $Ch $interlude $Ch*4 $fadeout,,S,,,D,54f5cc96-7cba-3bad-811f-689ad1f1e35c,Richards
412,Brooks and Dunn ,Red Dirt Road ,2003,| 6- . . 4 || 1 . . 5 ||,|Am . . FM|| CM . . GM || ,$a,Axis-A,6- 4 1 5,D,54f5cc96-7cba-3bad-811f-689ad1f1e35c,Richards
412,Brooks and Dunn ,Red Dirt Road ,2003,$a*4,,"$In, $Ch",,,D,54f5cc96-7cba-3bad-811f-689ad1f1e35c,Richards
412,Brooks and Dunn ,Red Dirt Road ,2003,|6-|3|4|1 5|,|Am|EM|FM|CM GM|,$b,,6- 3 4 1 5,D,54f5cc96-7cba-3bad-811f-689ad1f1e35c,Richards
412,Brooks and Dunn ,Red Dirt Road ,2003,$b*2,,$Vr,,,D,54f5cc96-7cba-3bad-811f-689ad1f1e35c,Richards
412,Brooks and Dunn ,Red Dirt Road ,2003,|4|||3|,|FM|||EM|,$PCh,,4 3,D,54f5cc96-7cba-3bad-811f-689ad1f1e35c,Richards
412,Brooks and Dunn ,Red Dirt Road ,2003,|4||||,|FM||||,$link,Four,4,D,54f5cc96-7cba-3bad-811f-689ad1f1e35c,Richards
412,Brooks and Dunn ,Red Dirt Road ,2003,|2||4 . . 1||2 . . 4||3||,|BbM||FM . . CM||BbM . . FM||EM||,$bridge,,2 4 1 2 4 3,D,54f5cc96-7cba-3bad-811f-689ad1f1e35c,Richards
412,Brooks and Dunn ,Red Dirt Road ,2003,$a*2,,$interlude,,,D,54f5cc96-7cba-3bad-811f-689ad1f1e35c,Richards
412,Brooks and Dunn ,Red Dirt Road ,2003,$a,,$fadeout,,,D,54f5cc96-7cba-3bad-811f-689ad1f1e35c,Richards
253,Lady Gaga ,Alejandro ,2010,$In $In $Vr $PCh $Ch $In $Vr $PCh $Ch $DCh $bridge $bridge $Ch $DCh $Ch,,S,,,C,ac8daee0-b538-428d-bf39-63f519ee7536,Richards
253,Lady Gaga ,Alejandro ,2010,|6-|1|3||,|Bm |DM |F#m||,$a,,6- 1 3,C,ac8daee0-b538-428d-bf39-63f519ee7536,Richards
253,Lady Gaga ,Alejandro ,2010,$a*2,,$In,,,C,ac8daee0-b538-428d-bf39-63f519ee7536,Richards
253,Lady Gaga ,Alejandro ,2010,$a*4,,$Vr,,,C,ac8daee0-b538-428d-bf39-63f519ee7536,Richards
253,Lady Gaga ,Alejandro ,2010,|6-|1|3|R|,|Bm |DM |F#m|R|,$drop,,6- 1 3 R,C,ac8daee0-b538-428d-bf39-63f519ee7536,Richards
253,Lady Gaga ,Alejandro ,2010,$a $drop,,$PCh,,,C,ac8daee0-b538-428d-bf39-63f519ee7536,Richards
253,Lady Gaga ,Alejandro ,2010,|4|1|5|6-|,|GM|DM|AM|Bm|,$b,Axis-F,4 1 5 6-,C,ac8daee0-b538-428d-bf39-63f519ee7536,Richards
253,Lady Gaga ,Alejandro ,2010,$b*4,,"$Ch, $DCh",,,C,ac8daee0-b538-428d-bf39-63f519ee7536,Richards
253,Lady Gaga ,Alejandro ,2010,|4|1|5||,|GM|DM|AM||,$bCad,Closed Double Plagal,4 1 5,C,ac8daee0-b538-428d-bf39-63f519ee7536,Richards
253,Lady Gaga ,Alejandro ,2010,$a*2 $b $bCad,,$bridge,,,C,ac8daee0-b538-428d-bf39-63f519ee7536,Richards
70,Meghan Trainor,All About That Bass,2015,$In $Vr $Ch $In $Vr_2 $Ch $In*2 $outro,,S,,,A,d2245c93-7bf5-4b71-b1f6-7577a3322e3a,Park: MusicID Top 200 (2000-2020)
70,Meghan Trainor,All About That Bass,2015,|1||2-||5||1||,|AM||Bm||EM||AM||,$a,,1 2- 5 1,A,d2245c93-7bf5-4b71-b1f6-7577a3322e3a,Park: MusicID Top 200 (2000-2020)
70,Meghan Trainor,All About That Bass,2015,$a,,"$In, $Vr_2",,,A,d2245c93-7bf5-4b71-b1f6-7577a3322e3a,Park: MusicID Top 200 (2000-2020)
70,Meghan Trainor,All About That Bass,2015,$a*2,,"$Vr, $Ch, $outro",,,A,d2245c93-7bf5-4b71-b1f6-7577a3322e3a,Park: MusicID Top 200 (2000-2020)
254,Janet Jackson,All For You,2010,$In $In_2 $hook $Vr $PCh $hook $Vr $PCh $hook $In_2*2 $hook*2 $outro,,S,,,A,fa260742-606a-4949-9d37-c38eaed69752,Park: MusicID Top 200 (2000-2020)
254,Janet Jackson,All For You,2010,|R||||||||,|R||||||||,$In,Rest,R,A,fa260742-606a-4949-9d37-c38eaed69752,Park: MusicID Top 200 (2000-2020)
254,Janet Jackson,All For You,2010,|6-|1|5|6-|4||5|6-|,|Em|GM|DM|Em|Am||DM|Em|,$a,,6- 1 5 6- 4 5 6-,A,fa260742-606a-4949-9d37-c38eaed69752,Park: MusicID Top 200 (2000-2020)
254,Janet Jackson,All For You,2010,$a*2,,"$hook, $In_2, $Vr, $PCh",,,A,fa260742-606a-4949-9d37-c38eaed69752,Park: MusicID Top 200 (2000-2020)
254,Janet Jackson,All For You,2010,$a*4,,$outro,,,A,fa260742-606a-4949-9d37-c38eaed69752,Park: MusicID Top 200 (2000-2020)
144,Icona Pop,All Night,2013,$In $Vr $PCh $Ch $drop $DCh $Vr $PCh $Ch $In $PCh $drop $DCh*2,,S,,,A,0db25077-cc32-4541-b246-8afb3ae4be06,Peres
144,Icona Pop,All Night,2013,|4|1|6-|5|,AM|EM|C#m|BM|,$a,Four One Six Five,4 1 6- 5,A,0db25077-cc32-4541-b246-8afb3ae4be06,Peres
144,Icona Pop,All Night,2013,$a*2,,"$In, $Vr, $PCh, $Ch, $DCh",,,A,0db25077-cc32-4541-b246-8afb3ae4be06,Peres
144,Icona Pop,All Night,2013,|R||,|R||,$drop,Rest,R,A,0db25077-cc32-4541-b246-8afb3ae4be06,Peres
418,Michelle Branch ,All You Wanted ,2002,$In $Vr $cad1 $Vr $cad2 $Ch $link $Vr $cad3 $bridge $Ch $instr $Ch $link $outro,,S,,,D,9afcd549-fe70-41d5-a928-46d42b0a8ea0,Richards
